rew_ang_vel_xy,rew_base_height,rew_collision,rew_delta_phi,rew_dof_acc,rew_dof_pos_limits,rew_episode_length,rew_feet_air_time,rew_feet_height,rew_lin_vel_z,rew_orientation,rew_residual_angle,rew_stand_still,rew_stumble,rew_target_smoothness,rew_torques,rew_tracking_ang_vel,rew_tracking_lin_vel,terrain_level,total_reward
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
-0.53378403,-0.008943073,-0.0032125,-0.007391715,-0.017022673,-0.06468411,0.0029643874,-0.0005766168,-0.018030025,-0.060731035,-0.10278866,-0.013799339,-0.04215186,0.0,-0.0047000735,-0.008309428,0.011187328,0.025966603,0.8891667,-21.49377727508545
-0.67228365,-0.014135296,-0.0072875,-0.012281622,-0.026864914,-0.08627831,0.0051448625,-0.00078000006,-0.02463941,-0.07006061,-0.1496765,-0.021363739,-0.062172644,0.0,-0.006133058,-0.011760537,0.0163348,0.047010683,0.85291666,-23.213833236694335
-0.7775065,-0.020149192,-0.011012498,-0.014465822,-0.0340294,-0.13091612,0.004580813,-0.0008682834,-0.037451424,-0.083213076,-0.21082166,-0.026864376,-0.08889586,0.0,-0.00794498,-0.016620794,0.015227104,0.035543095,0.823125,-24.931759227405895
-1.0777595,-0.018422801,-0.008095833,-0.01756467,-0.034468062,-0.100064844,0.003291979,-0.0014611557,-0.028873762,-0.06472908,-0.1839705,-0.03183899,-0.08480936,0.0,-0.006878496,-0.014315121,0.022063514,0.038944546,0.7854166,-27.576023328871955
-1.137516,-0.022013627,-0.012608333,-0.020578988,-0.04320422,-0.10966641,0.003478333,-0.0013986502,-0.033610404,-0.055003628,-0.20932345,-0.037069757,-0.09478413,0.0,-0.009356217,-0.016392631,0.02348346,0.06982505,0.735,-29.39159566705877
-1.4102437,-0.023999788,-0.01605,-0.023341862,-0.043714967,-0.11605522,0.003471505,-0.0012697501,-0.03645196,-0.074628845,-0.22926867,-0.042128634,-0.106979094,0.0,-0.008221248,-0.017520778,0.029638216,0.089101195,0.70250005,-31.183895908184905
-1.3527468,-0.023383755,-0.011775,-0.025356665,-0.05072474,-0.1067853,0.0017970204,-0.0014264,-0.03597951,-0.06675982,-0.23581861,-0.04711777,-0.103936814,0.0,-0.00966373,-0.017853038,0.034871064,0.093399934,0.6820833,-31.592606504198532
-1.4290707,-0.027904844,-0.0210375,-0.027237711,-0.053196393,-0.12434214,0.007412759,-0.0020312169,-0.044513028,-0.09064293,-0.25335512,-0.049170967,-0.12729663,0.0,-0.010704841,-0.020567631,0.03228445,0.052842624,0.6508333,-33.38644682642925
-1.212467,-0.024650436,-0.019425,-0.025017578,-0.05014971,-0.11924108,0.008359874,-0.001671689,-0.03715561,-0.08701943,-0.23836699,-0.04630109,-0.11142182,0.0,-0.009544397,-0.017788604,0.032339245,0.08375269,0.609375,-34.6478012486508
-1.0979424,-0.022863543,-0.013087499,-0.02432957,-0.047905587,-0.12699592,0.0041646035,-0.0018836502,-0.04095199,-0.089043975,-0.24439892,-0.04483242,-0.111897886,0.0,-0.01094709,-0.017098248,0.031468567,0.06977038,0.580625,-35.65733762741089
-1.3112615,-0.026709734,-0.018683335,-0.028787464,-0.05177153,-0.1278067,0.008911022,-0.0020435168,-0.039544605,-0.07558741,-0.26028645,-0.051421344,-0.12495869,0.0,-0.010228748,-0.01940093,0.034948405,0.09264727,0.55229163,-38.05705684661865
-1.6170571,-0.030938148,-0.014024998,-0.032599874,-0.063445866,-0.12809013,0.007097396,-0.002619367,-0.044620156,-0.087492585,-0.27572846,-0.05922815,-0.1434955,0.0,-0.011533892,-0.021060493,0.042627495,0.12539421,0.5335417,-39.00941272735596
-1.7677329,-0.033692,-0.020225,-0.03643781,-0.06816741,-0.12209054,0.011736579,-0.002864967,-0.0477841,-0.09394483,-0.27448606,-0.06684516,-0.14309384,0.0,-0.01312236,-0.022981577,0.043734904,0.14015698,0.51416665,-40.50138252258301
-1.2762382,-0.024045661,-0.018400002,-0.025455322,-0.048292845,-0.12350675,0.005794227,-0.0013254003,-0.040616285,-0.06879395,-0.25289786,-0.04568979,-0.11662,0.0,-0.010413712,-0.017133124,0.030474752,0.08616099,0.49750003,-40.793001670837405
-1.8468627,-0.031607002,-0.016025,-0.038313743,-0.07302621,-0.0912223,0.01017051,-0.0036332677,-0.04122746,-0.09863645,-0.23942733,-0.07042562,-0.12651694,0.0,-0.013004065,-0.021000898,0.05083426,0.15233517,0.481875,-41.720139827728275
-1.4972835,-0.02988815,-0.016625002,-0.032447338,-0.06017759,-0.11871973,0.0041463803,-0.0025533836,-0.038905226,-0.08159929,-0.2510607,-0.060312714,-0.12652934,0.0,-0.0122025795,-0.02051214,0.0461924,0.11381291,0.46479163,-42.83385995864868
-1.4954704,-0.039254256,-0.01775,-0.03737899,-0.05957855,-0.09644911,0.010294929,-0.0024991669,-0.041209944,-0.08552887,-0.23078024,-0.06869249,-0.12662715,0.0,-0.010831272,-0.025340032,0.054501962,0.091941796,0.45749998,-42.71860614776611
