rew_ang_vel_xy,rew_base_height,rew_collision,rew_delta_phi,rew_dof_acc,rew_dof_pos_limits,rew_episode_length,rew_feet_air_time,rew_feet_height,rew_lin_vel_z,rew_orientation,rew_residual_angle,rew_stand_still,rew_stumble,rew_target_smoothness,rew_torques,rew_tracking_ang_vel,rew_tracking_lin_vel,terrain_level,total_reward
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
-0.5260184,-0.009285777,-0.003075,-0.0075774333,-0.016608445,-0.0640119,0.0035292832,-0.00061413343,-0.018029153,-0.059533965,-0.1005198,-0.01409032,-0.042176664,0.0,-0.003693968,-0.008387628,0.011593528,0.027916234,0.889375,-21.795936584472656
-0.76879185,-0.013235154,-0.0059499997,-0.012242552,-0.03117168,-0.10119327,0.004299392,-0.0007677167,-0.031947233,-0.065501496,-0.17392081,-0.021585662,-0.06798454,0.0,-0.006410364,-0.013166882,0.012448425,0.029737856,0.85375,-23.51106897989909
-0.81070364,-0.019388085,-0.011199999,-0.014778033,-0.032201037,-0.11882202,0.005443628,-0.0010301669,-0.033469215,-0.087634966,-0.19284622,-0.026871812,-0.083127186,0.0,-0.0068691196,-0.015368886,0.015908813,0.039575517,0.8225,-25.116872700777922
-0.98633385,-0.018627435,-0.010516666,-0.01764083,-0.034349196,-0.09722108,0.0038106614,-0.0015252226,-0.03146373,-0.05928071,-0.18978077,-0.03180416,-0.08681111,0.0,-0.007560338,-0.0144269345,0.019488534,0.048534673,0.7891666,-27.81456897133275
-0.96362257,-0.020779714,-0.011224999,-0.01995032,-0.03887797,-0.10063134,0.002565436,-0.001431267,-0.030605212,-0.06856725,-0.20406821,-0.03625953,-0.09620985,0.0,-0.0067619514,-0.015243238,0.027244752,0.024894655,0.76958334,-28.18275009713522
-1.1410713,-0.022461366,-0.0143583305,-0.02285694,-0.04356675,-0.11338122,0.006435779,-0.0017927892,-0.03746548,-0.06562364,-0.21941087,-0.04105062,-0.10406691,0.0,-0.007460799,-0.017322024,0.030151904,0.08298302,0.7416667,-30.052273507845605
-1.3017828,-0.026452353,-0.0132749975,-0.025737267,-0.0495003,-0.13400993,0.0034971787,-0.0014763,-0.04332125,-0.074622266,-0.2658759,-0.04669997,-0.121025175,0.0,-0.009030592,-0.019400666,0.029342774,0.084285006,0.70708334,-31.219133492672082
