rew_ang_vel_xy,rew_base_height,rew_collision,rew_delta_phi,rew_dof_acc,rew_dof_pos_limits,rew_episode_length,rew_feet_air_time,rew_feet_height,rew_lin_vel_z,rew_orientation,rew_residual_angle,rew_stand_still,rew_stumble,rew_target_smoothness,rew_torques,rew_tracking_ang_vel,rew_tracking_lin_vel,terrain_level,total_reward
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
-0.6395034,-0.010853967,-0.0052000005,-0.008252088,-0.019475564,-0.06957309,0.00349786,-0.0008141168,-0.020049922,-0.06856227,-0.107823394,-0.014992434,-0.045448475,0.0,-0.0051062405,-0.009363053,0.011944748,0.024252053,0.8879167,-21.14150537763323
-0.696455,-0.014998994,-0.01065,-0.01195989,-0.026063245,-0.096016526,0.0043760543,-0.0010199002,-0.031286962,-0.09498777,-0.1526048,-0.021395033,-0.06718251,0.0,-0.005966831,-0.013402438,0.014597031,0.044399958,0.8510417,-22.805895260402135
-0.77824676,-0.0197143,-0.007424999,-0.014686811,-0.032575015,-0.11900878,0.003719891,-0.00087816676,-0.033214048,-0.07475529,-0.19404066,-0.026959896,-0.083872065,0.0,-0.007740754,-0.015522895,0.016949274,0.030357508,0.8166666,-24.623913923899334
-0.9528009,-0.018055106,-0.0094875,-0.017554877,-0.03269939,-0.091172725,0.002990087,-0.0017768003,-0.026806105,-0.058198288,-0.17193711,-0.031902082,-0.07910741,0.0,-0.006148353,-0.01425245,0.025431236,0.063948095,0.788125,-26.62545371055603
-1.2028949,-0.019664465,-0.011687499,-0.019978566,-0.038481265,-0.10350867,0.00281777,-0.0010990334,-0.033176392,-0.079667106,-0.20994502,-0.035929844,-0.09599401,0.0,-0.0075845523,-0.01481311,0.024913989,0.06472342,0.7547917,-28.784867448626823
-1.3786583,-0.022075951,-0.011306249,-0.022940088,-0.045182534,-0.0912779,0.00547772,-0.0016998084,-0.03330308,-0.07740237,-0.19591981,-0.041327707,-0.09635754,0.0,-0.008300673,-0.016026532,0.02464807,0.06625811,0.7095834,-31.25854407130061
-1.422236,-0.025374658,-0.0150437495,-0.025788069,-0.049055763,-0.13060103,0.0069494224,-0.0019314501,-0.03855165,-0.07376191,-0.25178072,-0.047010463,-0.12018608,0.0,-0.0091539,-0.019017369,0.030854298,0.083096996,0.6479167,-33.14777361962103
