rew_ang_vel_xy,rew_base_height,rew_collision,rew_delta_phi,rew_dof_acc,rew_dof_pos_limits,rew_episode_length,rew_feet_air_time,rew_feet_height,rew_lin_vel_z,rew_orientation,rew_residual_angle,rew_stand_still,rew_stumble,rew_target_smoothness,rew_torques,rew_tracking_ang_vel,rew_tracking_lin_vel,terrain_level,total_reward
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0
-0.25023377,-0.0033680003,-0.0006,-0.0028044353,-0.0061720847,-0.020108074,0.0010536778,-0.00038640003,-0.005327219,-0.034347907,-0.030791827,-0.0049874047,-0.0133363595,0.0,-0.0012391608,-0.0029055967,0.005290744,0.010364586,0.89875,-19.07938289642334
-0.7105509,-0.012912594,-0.0064375,-0.009276604,-0.022580337,-0.07823068,0.002651466,-0.0005255167,-0.020877074,-0.08072137,-0.119936764,-0.016710138,-0.05114804,0.0,-0.007659829,-0.010890442,0.012197415,0.022461653,0.8729167,-22.14710017613002
-0.853851,-0.015199992,-0.011150001,-0.0118533075,-0.028898394,-0.09252518,0.0025243158,-0.0005160334,-0.026224233,-0.07920346,-0.1553125,-0.02194344,-0.06634416,0.0,-0.009072788,-0.01233771,0.014419561,0.027919298,0.8358333,-24.015288670857746
-0.9447489,-0.01657685,-0.010274999,-0.015016919,-0.030253595,-0.101130806,0.0046109958,-0.0011306334,-0.027128499,-0.089462124,-0.17065895,-0.026822349,-0.0780553,0.0,-0.0054672877,-0.013237705,0.016615827,0.053580128,0.7966666,-25.181973637761295
-0.9880792,-0.018861238,-0.013062499,-0.017431777,-0.037641197,-0.114170164,0.0061904876,-0.0012093335,-0.03097137,-0.086094886,-0.20975623,-0.031273153,-0.08984487,0.0,-0.008394307,-0.015145345,0.019550666,0.06690401,0.75666666,-27.007949866500557
-1.1030967,-0.018963322,-0.009649999,-0.018028706,-0.03569147,-0.118437424,0.0044753123,-0.0010768002,-0.03110449,-0.08028936,-0.20822851,-0.032635227,-0.09086177,0.0,-0.0073191635,-0.015350897,0.020848501,0.060303442,0.71020836,-28.96044568454518
-1.0652628,-0.019375652,-0.015237501,-0.019307937,-0.037758783,-0.10351723,0.0027026422,-0.0010748669,-0.03362704,-0.08237522,-0.19965011,-0.034531973,-0.08973877,0.0,-0.006654657,-0.014943117,0.02158098,0.052392177,0.6560417,-29.91285868044253
-1.3880371,-0.026918335,-0.016237497,-0.026228895,-0.051271692,-0.17034423,0.009863125,-0.0008317834,-0.05031547,-0.09620896,-0.3209618,-0.04668682,-0.13577734,0.0,-0.00857928,-0.020694168,0.026147943,0.06749218,0.62250006,-32.63012453452828
